ComplexID,ComplexName,Organism,Subunits_UniProt_IDs,GO description
3551,COG1-COG8-COG2-COG3-COG4 subcomplex,Human,"Q14746,Q8WTW3,Q96JB2,Q96MW5,Q9H9E3","protein transport;protein transporter activity;retrograde transport, vesicle recycling within Golgi;Golgi organization"
3552,COG1-COG8-COG5-COG6-COG7 subcomplex,Human,"P83436,Q8WTW3,Q96MW5,Q9UP83,Q9Y2V7","protein transport;protein transporter activity;retrograde transport, vesicle recycling within Golgi;Golgi organization"
3553,"Traf6-p62-aPKC complex, RANK-L stimulated",Mouse,"P70196,Q62074,Q64337",myeloid leukocyte differentiation
3559,Fgf2-Ck2 complex,Mouse,"P15655,P67871",G1/S transition of mitotic cell cycle;protein phosphorylation;nucleus
3563,Fgf2-Rsk2 complex,Mouse,"P15655,P18654",protein phosphorylation;nucleus
3618,GammaH2AFX-NDHII-Ku70-DNA complex,Human,"P12956,P16104,Q08211",DNA repair;cellular response to DNA damage stimulus;nucleus
3634,NR3C2-UBC9-SRC-1 complex,Human,"P08235,P63279,Q15788","positive regulation of transcription, DNA-templated;nucleus"
3677,RIN1-STAM2-HRS complex,Human,"O14964,O75886,Q13671",intracellular protein transport;protein targeting;protein transport;endosome
3678,"RIN1-STAM2-EGFR complex, EGF stimulated",Human,"O75886,P00533,Q13671",intracellular protein transport;protein targeting;protein transport;endocytosis;epidermal growth factor receptor signaling pathway;endosome
3710,CHL2-BMP2 complex,Human,"P12643,Q6WN34",transmembrane receptor protein serine/threonine kinase signaling pathway;ossification;osteoclast differentiation
3711,CHL2-BMP2-TSG complex,Human,"P12643,Q6WN34,Q9GZX9",transmembrane receptor protein serine/threonine kinase signaling pathway;ossification;osteoclast differentiation
3712,Smad2-Smad4 complex,Mouse,"P97471,Q62432","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;transforming growth factor beta receptor signaling pathway;nucleus"
3713,Smad3-Smad4 complex,Mouse,"P97471,Q8BUN5","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;transforming growth factor beta receptor signaling pathway;nucleus"
3714,Pericentrin-GCP complex,Human,"O95613,Q96CW5,Q9BSJ2","mitotic cell cycle;spindle assembly;centrosome;gamma-tubulin ring complex, centrosomal"
3715,Pericentrin-GCP complex,Mouse,"P48725,P58854,Q921G8","mitotic cell cycle;spindle assembly;centrosome;gamma-tubulin ring complex, centrosomal"
3739,SKI-SMAD2-SMAD4  pentameric complex,Human,"P12755,Q13485,Q15796","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;transforming growth factor beta receptor signaling pathway"
3740,SKI-SMAD3-SMAD4 complex,Human,"P12755,P84022,Q13485","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;transforming growth factor beta receptor signaling pathway"
3741,Slp5-Rab27A complex,Mouse,"Q80T23,Q9ERI2",vesicle-mediated transport
3749,CREBBP-SMAD2 hexameric complex,Human,"Q15796,Q92793","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;transforming growth factor beta receptor signaling pathway"
3750,CREBBP-SMAD3 hexameric complex,Human,"P84022,Q92793","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;transforming growth factor beta receptor signaling pathway"
3753,CREBBP-SMAD2-SMAD4 pentameric complex,Human,"Q13485,Q15796,Q92793","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;transforming growth factor beta receptor signaling pathway"
3754,CREBBP-SMAD3-SMAD4 pentameric complex,Human,"P84022,Q13485,Q92793","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;transforming growth factor beta receptor signaling pathway"
3828,DRIP78-PHLP complex,Human,"Q13371,Q6Y2X3",intracellular protein transport;protein targeting;protein transport;heterotrimeric G-protein complex assembly
3830,ADRB2 homodimer complex,Human,P07550,G-protein coupled receptor signaling pathway
3837,SP1-E2F1 complex,Mouse,"O89090,Q61501","positive regulation of transcription, DNA-templated"
3838,SP1-E2F2 complex,Mammalia,"P08047,P56931","positive regulation of transcription, DNA-templated"
3839,SP1-E2F3 complex,Mammalia,"O35261,P08047","positive regulation of transcription, DNA-templated"
3847,TCL1(trimer)-AKT1 complex,Human,"P31749,P56279",kinase activator activity
3848,TCL1(trimer)-AKT2 complex,Human,"P31751,P56279",kinase activator activity
3849,TCL1 homotrimer complex,Human,P56279,kinase activator activity
3852,Rb-HDAC1 complex,Mammalia,"P06400,Q13547","DNA topological change;G1/S transition of mitotic cell cycle;negative regulation of transcription, DNA-templated;protein deacetylation;chromosome organization;nucleus"
3867,Xin-Cdh2-Ctnnb1-Ctnnd1 complex,Mouse,"O70373,P15116,P30999,Q02248",cell adhesion;actin cytoskeleton organization
3883,Abcg5-Abcg1 complex,Mouse,"Q64343,Q99PE8",endoplasmic reticulum
3884,Abcg5-Abcg2 complex,Mouse,"Q7TMS5,Q99PE8",endoplasmic reticulum
3886,Abcg5-Abcg4 complex,Mouse,"Q91WA9,Q99PE8",endoplasmic reticulum
3888,Abcg8-Abcg4 complex,Mouse,"Q91WA9,Q9DBM0",endoplasmic reticulum
3900,GABP(gamma)1-E2F1-DP1 complex,Human,"Q01094,Q14186,Q8TAK5","G1/S transition of mitotic cell cycle;positive regulation of transcription, DNA-templated;DNA binding;apoptotic process;nucleus"
3903,Grip-Glur2/3-liprin-alpha complex,Rat,"P19491,P19492,P97879,Q91Z80",intracellular protein transport;protein targeting;protein transport;plasma membrane;synapse assembly
3917,"Ternary complex (GATA4, SRF, MYOCD)",Human,"P11831,P43694,Q8IZQ8","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated"
3929,"Ternary complex (CCD1, Dvl, Rac)",Mammalia,"P31750,P51141,Q155Q3",JNK cascade
3930,CCD1-Axin complex,Mammalia,"O35625,Q155Q3",JNK cascade
3941,RAB11FIP1-RAB11A complex,Human,"P62491,Q6WKZ4",intracellular protein transport;protein targeting;protein transport;receptor regulator activity
3942,Beta-catenin-Cadherin-LAR complex,Rat,"Q64604,Q9WU82,Q9Z1Y3",synapse assembly
3943,MondoA-Mlx complex,Mouse,"O08609,Q3UPW8","positive regulation of transcription, DNA-templated;DNA binding;cytoplasm;nucleus"
3952,Mlx-Mad1 complex,Mouse,"O08609,P50538","negative regulation of transcription, DNA-templated;DNA binding;nucleus"
3961,SMAD3-cSKI-SIN3A-HDAC1 complex,Human,"P12755,P84022,Q13547,Q96ST3","DNA topological change;negative regulation of transcription, DNA-templated;protein deacetylation;DNA binding;chromosome organization;nucleus"
3967,"Ubiquitin E3 ligase (SMURF2, SMAD2), TGF(beta)-dependent",MINK,"U6CZQ8,U6DKX3","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein ubiquitination;transforming growth factor beta receptor signaling pathway;nucleus"
3971,"Ubiquitin E3 ligase (SMURF2, SMAD3), TGF(beta)-dependent",Mammalia,"U6DKX3,U6DTC6","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein ubiquitination;transforming growth factor beta receptor signaling pathway;nucleus"
3972,"Ubiquitin E3 ligase (SMURF2, SMAD3) - SnoN complex, TGF(beta)-dependent",Human,"P12757,P84022,Q9HAU4","negative regulation of transcription, DNA-templated;protein ubiquitination;transforming growth factor beta receptor signaling pathway;nucleus;ubiquitin-dependent protein catabolic process"
3979,mTORC2 complex,Human,"P42345,Q6R327,Q9BPZ7,Q9BVC4",cell morphogenesis;cell growth;actin cytoskeleton organization;regulation of protein kinase B signaling
3988,"ClpP complex, heptameric",Human,Q16740,protein binding;mitochondrion
3989,"ClpP complex, heptameric",Rat,M0RAD5,protein binding;mitochondrion
3990,ClpXP complex,Rat,"M0RAD5,Q5U2U0",protein catabolic process;protein binding;mitochondrion
3991,"ClpX complex, hexameric",Human,O76031,protein binding;mitochondrion
3992,ClpXP complex,Human,"O76031,Q16740",protein catabolic process;protein binding;mitochondrion
4025,ACTN1-PARVB complex,Human,"P12814,Q9HBI1",integrin-mediated signaling pathway;actin cytoskeleton
4039,PAR4-BACE1 complex,Human,"P56817,Q96IZ0",protein catabolic process
4043,NEMO-HIF2(alpha)-ARNT complex,Human,"P27540,Q99814,Q9Y6K9","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;I-kappaB kinase/NF-kappaB signaling"
4055,Axin-Dvl-Gsk complex,Mouse,"O35625,P51141,Q9WV60",Wnt signaling pathway
4056,Axin1-Dvl1-Gsk3b-Frat1 complex,Mouse,"O35625,P51141,P70339,Q9WV60",Wnt signaling pathway
4072,"Ubiquitin E3 ligase (CUL1, RBX1, SKP1)",Human,"P62877,P63208,Q13616",chromosome organization;protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process
4082,XRCC6-XRCC5-WRN complex,Human,"P12956,P13010,Q14191",DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus
4089,SMAD6-HOXC8 complex,Human,"O43541,P31273","negative regulation of transcription, DNA-templated;DNA binding"
4090,SMAD6-HOXA9 complex,Human,"O43541,P31269",DNA binding
4095,CTNNAL1-CTNNB1 complex,Human,"P35222,Q9UBT7",signaling;cell adhesion
4096,CTNNA1-CTNNB1 complex,Human,"P35221,P35222",signaling;cell adhesion
4149,5'-AMP-activated protein kinase complex (AMPK),Mammalia,"O54950,Q09137,Q6PAM0",isoprenoid metabolic process;fatty acid biosynthetic process;isoprenoid biosynthetic process;fatty acid catabolic process;lipid catabolic process;isoprenoid catabolic process;lipid metabolic process;fatty acid metabolic process;lipid biosynthetic process
4151,"TSC (TSC1, TSC2, AXIN, GSK3) complex",Human,"O15169,P49815,P49841,Q92574",TSC1-TSC2 complex;regulation of Wnt signaling pathway;mRNA transcription;beta-catenin destruction complex binding
4158,HSP90-FKBP38-CAM-Ca(2+) complex,Human,"P07900,P62158,Q14318",regulation of programmed cell death
4200,DNM1L-FIS1 complex,Human,"O00429,Q9Y3D6",mitochondrion organization;mitochondrial fission
4216,HNRNPU-NR3C1 complex,Human,"P04150,Q00839","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated"
4389,"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)",Human,"O75821,P55884,Q13347,Q14152",translational initiation
4392,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)",Human,"O75821,P55884,Q13347,Q14152,Q99613",translational initiation
4395,"EIF3 complex (EIF3B, EIF3G, EIF3I)",Human,"O75821,P55884,Q13347",translational initiation
4399,"EIF3 complex (EIF3B, EIF3J, EIF3I)",Human,"O75822,P55884,Q13347",translational initiation
4403,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)",Human,"O75821,O75822,P55884,Q13347,Q14152",translational initiation
4478,CBF-DNA complex,Human,"P23511,P25208,Q13952","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus"
4498,p32-CBF-DNA complex,Human,"P23511,P25208,Q07021,Q13952","negative regulation of transcription, DNA-templated;DNA binding;nucleus"
4869,beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A),Human,"P08588,P13861,P24588,Q12959",protein targeting;protein phosphorylation;G-protein coupled receptor signaling pathway;receptor recycling
4976,SVIP-VCP-DERL1 complex,Human,"P55072,Q8NHG7,Q9BUN8",endoplasmic reticulum unfolded protein response;endoplasmic reticulum
4977,gp78-VCP-DERL1 complex,Human,"P55072,Q9BUN8,Q9UKV5",proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;endoplasmic reticulum unfolded protein response;endoplasmic reticulum
4997,VCP-VIMP-DERL1 complex,Human,"P55072,Q9BQE4,Q9BUN8",
4998,VCP-VIMP-DERL2 complex,Human,"P55072,Q9BQE4,Q9GZP9",endoplasmic reticulum unfolded protein response;endoplasmic reticulum;ERAD pathway
4999,VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex,Human,"P55072,Q86TM6,Q9BQE4,Q9BUN8,Q9GZP9,Q9UBV2",endoplasmic reticulum unfolded protein response;endoplasmic reticulum;ERAD pathway
5003,Vcp homohexamer complex,Mouse,Q01853,"proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;retrograde transport, vesicle recycling within Golgi;vesicle fusion;endoplasmic reticulum unfolded protein response"
5092,Cdk5-p39-CaMKII(alpha)-(alpha)actinin1 complex,Rat,"F1M491,P11275,Q03114,Q9Z1P2",mitotic cell cycle;regulation of cell cycle;intracellular signal transduction;cell migration;neurogenesis;generation of neurons;neuron differentiation;brain development
5099,RB1(hypophosphorylated)-E2F4 complex,Human,"P06400,Q16254","G1/S transition of mitotic cell cycle;negative regulation of transcription, DNA-templated"
5100,CyclinD3-CDK4-CDK6 complex,Human,"P11802,P30281,Q00534",mitotic cell cycle;G1/S transition of mitotic cell cycle;intracellular signal transduction;skeletal muscle tissue development
5101,CyclinD3-CDK4-CDK6-p21 complex,Human,"P11802,P30281,P38936,Q00534",mitotic cell cycle;G1/S transition of mitotic cell cycle;intracellular signal transduction;skeletal muscle tissue development
5107,p34(SEI-1)-CDK4-CyclinD2 complex,Human,"P11802,P30279,Q9UHV2",DNA replication;intracellular signal transduction
5115,Trip(Br1)-Dp1-E2F1 complex,Mouse,"Q08639,Q61501,Q9JL10","positive regulation of transcription, DNA-templated"
5116,Trip(Br2)-Dp1-E2F1 complex,Mouse,"Q08639,Q61501,Q9JJG5","positive regulation of transcription, DNA-templated"
5117,"RBL2 complex (DNMT1, E2F4, E2F5, HDAC1, SUV39H1, RBL2)",Human,"O43463,P26358,Q08999,Q13547,Q15329,Q16254","transcription, DNA-templated"
5118,"RBL2 complex (E2F4, E2F5, HDAC1, SUV39H1, P300, RBL2)",Human,"O43463,Q08999,Q09472,Q13547,Q15329,Q16254","transcription, DNA-templated"
5119,p19-Cdk4 complex,Mouse,"P30285,Q60773",mitotic cell cycle;regulation of cell cycle;protein binding;negative regulation of protein kinase activity;kinase inhibitor activity
5120,p19-Cdk6 complex,Mouse,"Q60773,Q64261",mitotic cell cycle;regulation of cell cycle;protein binding;negative regulation of protein kinase activity;kinase inhibitor activity
5127,p18-Cdk4 complex,Mouse,"P30285,Q60772",mitotic cell cycle;regulation of cell cycle;protein binding;negative regulation of protein kinase activity;kinase inhibitor activity
5128,p18-Cdk6 complex,Mouse,"Q60772,Q64261",mitotic cell cycle;regulation of cell cycle;protein binding;negative regulation of protein kinase activity;kinase inhibitor activity
5142,"DCS complex (Ptbp1, Ptbp2, Hnrph1, Hnrpf)",Mouse,"O35737,P17225,Q91Z31,Q9Z2X1","regulation of RNA splicing;regulation of mRNA splicing, via spliceosome;RNA binding;nucleus"
5144,E2F1-p107-cyclinA complex,Human,"P20248,P28749,Q01094","mitotic S phase;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated"
5145,p19-Cdk4-cyclinD2 complex,Mouse,"P30280,P30285,Q60773",mitotic cell cycle;regulation of cell cycle;intracellular signal transduction
5146,RB1-TFAP2A complex,Human,"P05549,P06400","positive regulation of transcription, DNA-templated"
5151,Nsf-Stx1a-Napa complex,Rat,"P32851,P54921,Q9QUL6",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
5152,Nsf-Stx1a-NAPG complex,Rat,"P32851,Q99747,Q9QUL6",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis
5153,CTFC-TAF1 complex,Human,"P49711,Q01105","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated"
5154,CTCF-nucleophosmin complex,Human,"P06748,P49711","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;nucleus"
5158,Smarca2-Smarce1-Mecp2 complex,Mouse,"O54941,Q3TKT4,Q9Z2D6","chromatin silencing;chromatin remodeling;negative regulation of transcription, DNA-templated"
5159,E2F4-p107-cyclinE complex,Human,"P24864,P28749,Q16254",G1/S transition of mitotic cell cycle;nucleus
5160,E2F4-p130 complex,Human,"Q08999,Q16254",G1/S transition of mitotic cell cycle;nucleus
5162,ELK1-SRF-ELK3 complex,Human,"P11831,P19419,P41970","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated"
5165,AP1G1-PACS1-FURIN complex,Human,"O43747,P09958,Q6VY07",intracellular protein transport;protein targeting;protein transport;vesicle-mediated transport
5166,C3G-Crkl-Shp2 complex,Rat,"P41499,Q5U2U2,Q9QYV3",transmembrane receptor protein tyrosine kinase signaling pathway
5167,C3G-Crkl-Shp2-Cbl-Egfr complex,Rat,"P22682,P41499,Q5U2U2,Q9QX70,Q9QYV3",transmembrane receptor protein tyrosine kinase signaling pathway
5168,C3G-Crkl-Shp2-Gab2-TrkA complex,Rat,"P35739,P41499,Q5U2U2,Q9EQH1,Q9QYV3",transmembrane receptor protein tyrosine kinase signaling pathway
5171,SH3KBP1-CBLB-EGFR complex,Human,"P00533,Q13191,Q96B97",receptor-mediated endocytosis;transmembrane receptor protein tyrosine kinase signaling pathway
5172,Sh3kbp1-Cblb-Egfr complex,Mouse,"Q01279,Q3TTA7,Q8R550",receptor-mediated endocytosis;transmembrane receptor protein tyrosine kinase signaling pathway
5173,Sh3kbp1-Cblb-Pdgfrb complex,Mouse,"P05622,Q3TTA7,Q8R550",receptor-mediated endocytosis;transmembrane receptor protein tyrosine kinase signaling pathway
5174,Smarcb1-Smarca2-Mecp2 complex,Mouse,"Q99KH6,Q9Z0H3,Q9Z2D6","negative regulation of transcription, DNA-templated;chromatin remodeling"
5175,SWI/SNF-related chromatin-remodeling complex (Brm-based),Mouse,"O54941,P70288,P97496,Q3UX55,Q60520,Q9Z0H3,Q9Z2D6","negative regulation of transcription, DNA-templated;chromatin remodeling"
5176,MGC1-DNA-PKcs-Ku complex,Human,"P12956,P13010,P78527,Q14676",DNA repair;cell cycle checkpoint;cellular response to DNA damage stimulus;nucleus
5177,"Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)",Human,"P12814,P12830,P12931,P14923,P18206,P35222,P49023,P56945,P98161,Q05397,Q9Y490",cell adhesion;epithelial cell differentiation;morphogenesis of an epithelium;kidney development
